fips,state,year,pop,clf,pc_clf,emp,pc_emp,unem,unem_rate
38,North Dakota,2022,598591,414311,69.2,405580,67.8,8731,2.1
39,Ohio,2022,9339327,5741277,61.5,5510327,59.0,230950,4.0
40,Oklahoma,2022,3094170,1887040,61.0,1830061,59.1,56979,3.0
41,Oregon,2022,3466172,2176734,62.8,2085939,60.2,90795,4.2
42,Pennsylvania,2022,10490813,6479077,61.8,6196385,59.1,282692,4.4
44,Rhode Island,2022,899721,569455,63.3,551220,61.3,18235,3.2
45,South Carolina,2022,4204317,2374975,56.5,2297927,54.7,77048,3.2
46,South Dakota,2022,696215,475065,68.2,465250,66.8,9815,2.1
47,Tennessee,2022,5595306,3352030,59.9,3238559,57.9,113471,3.4
48,Texas,2022,22962733,14662558,63.9,14092833,61.4,569725,3.9
49,Utah,2022,2536616,1743054,68.7,1702674,67.1,40380,2.3
50,Vermont,2022,541744,342119,63.2,333081,61.5,9038,2.6
51,Virginia,2022,6839542,4435858,64.9,4308805,63.0,127053,2.9
53,Washington,2022,6223443,3990343,64.1,3822319,61.4,168024,4.2
54,West Virginia,2022,1435928,785115,54.7,754453,52.5,30662,3.9
55,Wisconsin,2022,4739794,3082128,65.0,2992049,63.1,90079,2.9
56,Wyoming,2022,457895,291756,63.7,281343,61.4,10413,3.6
